MERCHANT,ACCT_STATUS_K_USD,CONTRACT_DURATION_MONTH,HISTORY,CREDIT_PROGRAM,AMOUNT_K_USD,ACCOUNT_TYPE,ACCT_AGE,STATE,IS_URBAN,IS_XBORDER,SELF_REPORTED_ASMT,CO_APPLICANT,GUARANTOR,PRESENT_RESIDENT,OWN_REAL_ESTATE,PROP_UNKN,ESTABLISHED_MONTH,OTHER_INSTALL_PLAN,RENT,OWN_RESIDENCE,NUMBER_CREDITS,RFM_SCORE,BRANCHES,TELEPHONE,SHIP_INTERNATIONAL,IS_DEFAULT
258,"0 USD",12,"ALL CREDITS PAID BACK","ELECTRONICS",2149,"up to 100 K USD","1 to 4 YRS","NY","YES","NO","NO","NO","NO","1 to 2 YRS","NO","YES",29,"NO","NO","NO",1,3,1,"NO","NO","Yes"
259,"NONE",15,"EXISTING CREDITS PAID BACK","USED CAR",3812,"100 to 500 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","4","NO","NO",23,"NO","NO","YES",1,3,1,"YES","NO","No"
260,"NONE",11,"CRITICAL ACCOUNT","ELECTRONICS",1154,"100 to 500 K USD","TBD","NY","NO","NO","NO","NO","NO","4","YES","NO",57,"NO","NO","YES",3,2,1,"NO","NO","No"
261,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1657,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",27,"NO","NO","YES",1,3,1,"NO","NO","No"
262,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1603,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","4","NO","NO",55,"NO","NO","YES",1,3,1,"NO","NO","No"
263,"0 USD",18,"CRITICAL ACCOUNT","NEW CAR",5302,"up to 100 K USD","above 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","YES",36,"NO","NO","NO",3,4,1,"YES","NO","No"
264,"NONE",12,"CRITICAL ACCOUNT","EDUCATION",2748,"up to 100 K USD","above 7 YRS","NJ","NO","NO","NO","NO","NO","4","NO","YES",57,"YES","NO","NO",3,2,1,"NO","NO","No"
265,"NONE",10,"CRITICAL ACCOUNT","NEW CAR",1231,"up to 100 K USD","above 7 YRS","CT","NO","YES","NO","NO","NO","4","YES","NO",32,"NO","NO","YES",2,2,2,"NO","YES","No"
266,"0 to 200 USD",15,"EXISTING CREDITS PAID BACK","ELECTRONICS",802,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",37,"NO","NO","YES",1,3,2,"NO","NO","Yes"
267,"NONE",36,"CRITICAL ACCOUNT","RETRAINING",6304,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",36,"NO","NO","YES",2,3,1,"NO","NO","No"
268,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1533,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","above 4 YRS","NO","NO",38,"YES","NO","YES",1,3,1,"YES","NO","No"
269,"0 USD",14,"EXISTING CREDITS PAID BACK","NEW CAR",8978,"up to 100 K USD","above 7 YRS","PA","YES","NO","NO","NO","NO","4","NO","NO",45,"NO","NO","YES",1,4,1,"YES","YES","Yes"
270,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",999,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",25,"NO","NO","YES",2,3,1,"NO","NO","No"
271,"NONE",18,"EXISTING CREDITS PAID BACK","NEW CAR",2662,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",32,"NO","NO","YES",1,3,1,"NO","YES","No"
272,"NONE",12,"CRITICAL ACCOUNT","FURNITURE",1402,"500 to 1000 K USD","4 to 7 YRS","CT","NO","NO","NO","NO","NO","4","NO","NO",37,"NO","YES","NO",1,3,1,"YES","NO","No"
273,"0 to 200 USD",48,"ALL CREDITS PAID BACK","NEW CAR",12169,"UNKNOWN/NONE","TBD","NY","NO","YES","NO","YES","NO","4","NO","YES",36,"NO","NO","NO",1,4,1,"YES","NO","No"
274,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","ELECTRONICS",3060,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",28,"NO","NO","YES",2,3,1,"NO","NO","Yes"
275,"0 USD",30,"EXISTING CREDITS PAID BACK","OTHER",11998,"up to 100 K USD","up to 1 YR","PA","YES","NO","NO","NO","NO","1 to 2 YRS","NO","YES",34,"NO","NO","YES",1,2,1,"YES","NO","Yes"
276,"NONE",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",2697,"up to 100 K USD","1 to 4 YRS","PA","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",32,"NO","NO","YES",1,3,2,"NO","NO","No"
277,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",2404,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",26,"NO","NO","YES",2,3,1,"NO","NO","No"
278,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1262,"UNKNOWN/NONE","above 7 YRS","NJ","YES","NO","NO","NO","NO","4","NO","NO",49,"NO","NO","YES",1,2,1,"YES","NO","No"
279,"NONE",6,"EXISTING CREDITS PAID BACK","FURNITURE",4611,"up to 100 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","4","NO","NO",32,"NO","NO","YES",1,3,1,"NO","NO","Yes"
280,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1901,"100 to 500 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",29,"NO","YES","NO",1,4,1,"YES","NO","No"
281,"NONE",15,"CRITICAL ACCOUNT","USED CAR",3368,"above 1000 K USD","above 7 YRS","CT","NO","YES","NO","NO","NO","4","NO","YES",23,"NO","YES","NO",2,3,1,"YES","NO","No"
282,"NONE",12,"EXISTING CREDITS PAID BACK","FURNITURE",1574,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",50,"NO","NO","YES",1,3,1,"NO","NO","No"
283,"above 200 USD",18,"ALL CREDITS PAID BACK","ELECTRONICS",1445,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",49,"YES","NO","YES",1,2,1,"NO","NO","No"
284,"NONE",15,"CRITICAL ACCOUNT","FURNITURE",1520,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",63,"NO","NO","YES",1,3,1,"NO","NO","No"
285,"0 to 200 USD",24,"CRITICAL ACCOUNT","NEW CAR",3878,"100 to 500 K USD","up to 1 YR","NY","YES","NO","NO","NO","NO","2 to 3 YRS","NO","NO",37,"NO","NO","YES",1,3,1,"YES","NO","No"
286,"0 USD",47,"EXISTING CREDITS PAID BACK","NEW CAR",10722,"up to 100 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",35,"NO","NO","YES",1,2,1,"YES","NO","No"
287,"0 USD",48,"EXISTING CREDITS PAID BACK","USED CAR",4788,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",26,"NO","NO","YES",1,3,2,"NO","NO","No"
288,"0 to 200 USD",48,"DELAY IN PAST","OTHER",7582,"100 to 500 K USD","TBD","NJ","NO","YES","NO","NO","NO","4","NO","YES",31,"NO","NO","NO",1,4,1,"YES","NO","No"
289,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1092,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","YES","4","YES","NO",49,"NO","NO","YES",2,3,1,"YES","NO","No"
290,"0 USD",24,"DELAY IN PAST","ELECTRONICS",1024,"up to 100 K USD","up to 1 YR","NY","NO","NO","YES","NO","NO","4","YES","NO",48,"YES","NO","YES",1,3,1,"NO","NO","Yes"
291,"NONE",12,"EXISTING CREDITS PAID BACK","RETRAINING",1076,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","YES","NO","NO","2 to 3 YRS","YES","NO",26,"NO","NO","YES",1,3,1,"YES","YES","No"
292,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","USED CAR",9398,"up to 100 K USD","up to 1 YR","PA","NO","NO","YES","NO","NO","4","NO","NO",28,"NO","YES","NO",1,4,1,"YES","NO","Yes"
293,"0 USD",24,"CRITICAL ACCOUNT","USED CAR",6419,"up to 100 K USD","above 7 YRS","NJ","NO","NO","NO","NO","NO","4","NO","YES",44,"NO","NO","NO",2,4,2,"YES","NO","No"
294,"above 200 USD",42,"CRITICAL ACCOUNT","USED CAR",4796,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",56,"NO","NO","NO",1,3,1,"NO","NO","No"
295,"NONE",48,"CRITICAL ACCOUNT","RETRAINING",7629,"UNKNOWN/NONE","above 7 YRS","NY","YES","NO","NO","NO","NO","2 to 3 YRS","NO","NO",46,"YES","NO","YES",2,4,2,"NO","NO","No"
296,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","FURNITURE",9960,"up to 100 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",26,"NO","NO","YES",1,3,1,"YES","NO","Yes"
297,"NONE",12,"EXISTING CREDITS PAID BACK","USED CAR",4675,"UNKNOWN/NONE","up to 1 YR","PA","NO","NO","NO","NO","NO","4","NO","NO",20,"NO","YES","NO",1,3,1,"NO","NO","No"
298,"NONE",10,"EXISTING CREDITS PAID BACK","NEW CAR",1287,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","YES","NO","2 to 3 YRS","NO","NO",45,"NO","NO","YES",1,2,1,"NO","YES","No"
299,"NONE",18,"EXISTING CREDITS PAID BACK","FURNITURE",2515,"up to 100 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","4","YES","NO",43,"NO","NO","YES",1,3,1,"YES","NO","No"
300,"0 to 200 USD",21,"CRITICAL ACCOUNT","FURNITURE",2745,"above 1000 K USD","4 to 7 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",32,"NO","NO","YES",2,3,1,"YES","NO","No"
301,"NONE",6,"EXISTING CREDITS PAID BACK","NEW CAR",672,"up to 100 K USD","TBD","PA","NO","NO","NO","NO","NO","4","YES","NO",54,"NO","NO","YES",1,1,1,"YES","NO","No"
302,"0 to 200 USD",36,"NONE TAKEN","ELECTRONICS",3804,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",42,"NO","NO","YES",1,3,1,"YES","NO","Yes"
303,"above 200 USD",24,"CRITICAL ACCOUNT","NEW CAR",1344,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",37,"YES","NO","YES",2,2,2,"NO","NO","Yes"
304,"0 USD",10,"CRITICAL ACCOUNT","NEW CAR",1038,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","YES","NO","above 4 YRS","NO","NO",49,"NO","NO","YES",2,3,1,"YES","NO","No"
305,"NONE",48,"CRITICAL ACCOUNT","NEW CAR",10127,"500 to 1000 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","YES",44,"YES","NO","NO",1,3,1,"NO","NO","Yes"
306,"NONE",6,"EXISTING CREDITS PAID BACK","FURNITURE",1543,"above 1000 K USD","1 to 4 YRS","NY","YES","NO","NO","NO","NO","2 to 3 YRS","YES","NO",33,"NO","NO","YES",1,3,1,"NO","NO","No"
307,"NONE",30,"EXISTING CREDITS PAID BACK","USED CAR",4811,"UNKNOWN/NONE","4 to 7 YRS","NJ","NO","NO","NO","NO","NO","4","NO","NO",24,"YES","YES","NO",1,2,1,"NO","NO","No"
308,"0 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",727,"100 to 500 K USD","up to 1 YR","NY","NO","NO","YES","NO","NO","above 4 YRS","NO","YES",33,"NO","NO","YES",1,2,1,"YES","NO","Yes"
309,"0 to 200 USD",8,"EXISTING CREDITS PAID BACK","FURNITURE",1237,"up to 100 K USD","1 to 4 YRS","CT","NO","NO","NO","NO","NO","4","YES","NO",24,"NO","NO","YES",1,3,1,"NO","NO","Yes"
310,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","NEW CAR",276,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","YES","NO","NO","4","YES","NO",22,"NO","YES","NO",1,2,1,"NO","NO","No"
311,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","OTHER",5381,"UNKNOWN/NONE","TBD","CT","NO","YES","NO","NO","NO","4","NO","YES",40,"YES","NO","NO",1,1,1,"YES","NO","No"
312,"NONE",24,"EXISTING CREDITS PAID BACK","FURNITURE",5511,"100 to 500 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","1 to 2 YRS","NO","NO",25,"YES","NO","YES",1,3,1,"NO","NO","No"
313,"above 200 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",3749,"up to 100 K USD","up to 1 YR","NJ","NO","NO","NO","NO","NO","4","NO","NO",26,"NO","NO","YES",1,3,1,"NO","NO","No"
314,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",685,"up to 100 K USD","4 to 7 YRS","NJ","NO","NO","YES","NO","NO","above 4 YRS","NO","NO",25,"YES","NO","YES",1,2,1,"NO","NO","Yes"
315,"above 200 USD",4,"EXISTING CREDITS PAID BACK","NEW CAR",1494,"UNKNOWN/NONE","up to 1 YR","PA","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",29,"NO","NO","YES",1,2,2,"NO","YES","No"
316,"0 USD",36,"ALL CREDITS PAID BACK","FURNITURE",2746,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",31,"YES","NO","YES",1,3,1,"NO","NO","Yes"
317,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",708,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","YES","above 4 YRS","NO","NO",38,"NO","NO","YES",1,2,2,"NO","NO","No"
318,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",4351,"UNKNOWN/NONE","1 to 4 YRS","PA","NO","NO","NO","NO","NO","4","NO","NO",48,"NO","NO","YES",1,2,1,"YES","NO","No"
319,"NONE",12,"CRITICAL ACCOUNT","EDUCATION",701,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",32,"NO","NO","YES",2,3,1,"NO","NO","No"
320,"0 USD",15,"DELAY IN PAST","FURNITURE",3643,"up to 100 K USD","above 7 YRS","PA","NO","NO","NO","NO","NO","4","NO","NO",27,"NO","NO","YES",2,2,1,"NO","NO","No"
321,"0 to 200 USD",30,"CRITICAL ACCOUNT","NEW CAR",4249,"up to 100 K USD","TBD","NY","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",28,"NO","NO","YES",2,4,1,"NO","NO","Yes"
322,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1938,"up to 100 K USD","up to 1 YR","NY","YES","NO","NO","NO","NO","above 4 YRS","NO","NO",32,"NO","NO","YES",1,3,1,"NO","NO","Yes"
323,"0 USD",24,"EXISTING CREDITS PAID BACK","USED CAR",2910,"up to 100 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","1 to 2 YRS","NO","YES",34,"NO","NO","NO",1,4,1,"YES","NO","No"
324,"0 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",2659,"above 1000 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",28,"NO","NO","YES",1,3,1,"NO","NO","No"
325,"NONE",18,"CRITICAL ACCOUNT","NEW CAR",1028,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","above 4 YRS","YES","NO",36,"NO","NO","YES",2,3,1,"NO","NO","No"
326,"0 USD",8,"CRITICAL ACCOUNT","NEW CAR",3398,"up to 100 K USD","4 to 7 YRS","PA","NO","YES","NO","NO","NO","4","YES","NO",39,"NO","NO","YES",2,2,1,"NO","YES","No"
327,"NONE",12,"CRITICAL ACCOUNT","FURNITURE",5801,"UNKNOWN/NONE","above 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","NO",49,"NO","YES","NO",1,3,1,"YES","NO","No"
328,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",1525,"above 1000 K USD","4 to 7 YRS","NY","NO","NO","NO","NO","NO","above 4 YRS","NO","NO",34,"NO","NO","YES",1,3,2,"YES","NO","No"
329,"above 200 USD",36,"EXISTING CREDITS PAID BACK","ELECTRONICS",4473,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",31,"NO","NO","YES",1,3,1,"NO","NO","No"
330,"0 to 200 USD",6,"EXISTING CREDITS PAID BACK","ELECTRONICS",1068,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",28,"NO","NO","YES",1,3,2,"NO","NO","No"
331,"0 USD",24,"CRITICAL ACCOUNT","USED CAR",6615,"up to 100 K USD","TBD","NJ","NO","YES","NO","NO","NO","4","NO","YES",75,"NO","NO","NO",2,4,1,"YES","NO","No"
332,"NONE",18,"CRITICAL ACCOUNT","EDUCATION",1864,"100 to 500 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","YES","NO",30,"NO","NO","YES",2,3,1,"NO","NO","Yes"
333,"0 to 200 USD",60,"EXISTING CREDITS PAID BACK","NEW CAR",7408,"100 to 500 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",24,"NO","NO","YES",1,4,1,"NO","NO","Yes"
334,"NONE",48,"CRITICAL ACCOUNT","USED CAR",11590,"100 to 500 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","4","NO","NO",24,"YES","YES","NO",2,2,1,"NO","NO","Yes"
335,"0 USD",24,"NONE TAKEN","FURNITURE",4110,"up to 100 K USD","above 7 YRS","CT","NO","YES","NO","NO","NO","4","NO","YES",23,"YES","YES","NO",2,3,2,"NO","NO","Yes"
336,"0 USD",6,"CRITICAL ACCOUNT","FURNITURE",3384,"up to 100 K USD","1 to 4 YRS","PA","YES","NO","NO","NO","NO","4","YES","NO",44,"NO","YES","NO",1,4,1,"YES","NO","Yes"
337,"0 to 200 USD",13,"EXISTING CREDITS PAID BACK","ELECTRONICS",2101,"up to 100 K USD","up to 1 YR","NJ","NO","NO","NO","NO","YES","4","NO","NO",23,"NO","NO","YES",1,2,1,"NO","NO","No"
338,"0 USD",15,"EXISTING CREDITS PAID BACK","OTHER",1275,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",24,"NO","YES","NO",1,3,1,"NO","NO","Yes"
339,"0 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",4169,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",28,"NO","NO","YES",1,3,1,"NO","NO","No"
340,"0 to 200 USD",10,"EXISTING CREDITS PAID BACK","FURNITURE",1521,"up to 100 K USD","1 to 4 YRS","NY","YES","NO","NO","NO","NO","2 to 3 YRS","NO","NO",31,"NO","NO","YES",1,2,1,"NO","NO","No"
341,"0 to 200 USD",24,"CRITICAL ACCOUNT","EDUCATION",5743,"up to 100 K USD","up to 1 YR","NJ","NO","NO","NO","NO","NO","4","NO","YES",24,"NO","NO","NO",2,3,1,"YES","NO","No"
342,"0 USD",21,"EXISTING CREDITS PAID BACK","FURNITURE",3599,"up to 100 K USD","4 to 7 YRS","PA","NO","NO","NO","NO","NO","4","NO","NO",26,"NO","YES","NO",1,2,1,"NO","NO","No"
343,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",3213,"500 to 1000 K USD","up to 1 YR","PA","NO","NO","YES","NO","NO","above 4 YRS","YES","NO",25,"NO","YES","NO",1,3,1,"NO","NO","No"
344,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","RETRAINING",4439,"up to 100 K USD","above 7 YRS","PA","NO","YES","NO","YES","NO","1 to 2 YRS","YES","NO",33,"YES","NO","YES",1,4,1,"YES","NO","No"
345,"above 200 USD",10,"EXISTING CREDITS PAID BACK","NEW CAR",3949,"up to 100 K USD","up to 1 YR","PA","NO","YES","NO","NO","YES","1 to 2 YRS","NO","NO",37,"NO","NO","YES",1,2,2,"NO","NO","No"
346,"NONE",15,"CRITICAL ACCOUNT","ELECTRONICS",1459,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",43,"NO","NO","YES",1,2,1,"NO","NO","No"
347,"0 to 200 USD",13,"CRITICAL ACCOUNT","ELECTRONICS",882,"up to 100 K USD","up to 1 YR","NY","NO","YES","NO","NO","YES","4","YES","NO",23,"NO","NO","YES",2,3,1,"NO","NO","No"
348,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3758,"500 to 1000 K USD","TBD","PA","NO","NO","NO","NO","NO","4","NO","YES",23,"NO","YES","NO",1,1,1,"NO","NO","No"
349,"NONE",6,"DELAY IN PAST","RETRAINING",1743,"100 to 500 K USD","1 to 4 YRS","PA","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",34,"NO","NO","YES",2,2,1,"NO","NO","No"
350,"0 to 200 USD",9,"CRITICAL ACCOUNT","EDUCATION",1136,"above 1000 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","YES",32,"NO","NO","NO",2,3,2,"NO","NO","Yes"
351,"NONE",9,"EXISTING CREDITS PAID BACK","OTHER",1236,"up to 100 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","4","YES","NO",23,"NO","YES","NO",1,3,1,"YES","NO","No"
352,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","FURNITURE",959,"up to 100 K USD","1 to 4 YRS","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",29,"NO","NO","YES",1,3,1,"NO","YES","Yes"
353,"NONE",18,"CRITICAL ACCOUNT","USED CAR",3229,"UNKNOWN/NONE","TBD","NJ","NO","YES","NO","NO","NO","4","NO","YES",38,"NO","NO","YES",1,4,1,"YES","NO","No"
354,"0 USD",12,"NONE TAKEN","ELECTRONICS",6199,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",28,"NO","YES","NO",2,3,1,"YES","NO","Yes"
355,"NONE",10,"EXISTING CREDITS PAID BACK","EDUCATION",727,"500 to 1000 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",46,"NO","NO","NO",1,3,1,"YES","NO","No"
356,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1246,"up to 100 K USD","up to 1 YR","NY","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",23,"YES","NO","YES",1,2,1,"NO","NO","Yes"
357,"NONE",12,"CRITICAL ACCOUNT","ELECTRONICS",2331,"UNKNOWN/NONE","above 7 YRS","PA","NO","YES","NO","YES","NO","4","YES","NO",49,"NO","NO","YES",1,3,1,"YES","NO","No"
358,"NONE",36,"DELAY IN PAST","ELECTRONICS",4463,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",26,"NO","NO","YES",2,4,1,"YES","NO","Yes"
359,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",776,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","YES","NO","NO","2 to 3 YRS","YES","NO",28,"NO","NO","YES",1,3,1,"NO","NO","No"
360,"0 USD",30,"EXISTING CREDITS PAID BACK","FURNITURE",2406,"up to 100 K USD","4 to 7 YRS","NY","NO","NO","NO","NO","NO","4","YES","NO",23,"NO","YES","NO",1,3,1,"NO","NO","Yes"
361,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","EDUCATION",1239,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",61,"NO","NO","NO",1,3,1,"NO","NO","No"
362,"above 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",3399,"UNKNOWN/NONE","above 7 YRS","NJ","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",37,"NO","NO","YES",1,4,1,"NO","NO","No"
363,"above 200 USD",12,"DELAY IN PAST","NEW CAR",2247,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",36,"YES","NO","YES",2,3,1,"YES","NO","No"
364,"NONE",6,"EXISTING CREDITS PAID BACK","FURNITURE",1766,"up to 100 K USD","1 to 4 YRS","PA","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",21,"NO","YES","NO",1,3,1,"NO","NO","No"
365,"0 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",2473,"up to 100 K USD","TBD","NY","NO","YES","NO","NO","NO","1 to 2 YRS","NO","NO",25,"NO","NO","YES",1,1,1,"NO","NO","Yes"
366,"NONE",12,"EXISTING CREDITS PAID BACK","RETRAINING",1542,"up to 100 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","NO",36,"NO","NO","YES",1,3,1,"YES","NO","No"
367,"NONE",18,"CRITICAL ACCOUNT","USED CAR",3850,"up to 100 K USD","4 to 7 YRS","CT","NO","YES","NO","NO","NO","1 to 2 YRS","NO","NO",27,"NO","NO","YES",2,3,1,"NO","NO","No"
368,"0 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",3650,"up to 100 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","4","NO","NO",22,"NO","YES","NO",1,3,1,"NO","NO","No"
369,"0 USD",36,"EXISTING CREDITS PAID BACK","FURNITURE",3446,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",42,"NO","NO","YES",1,3,2,"NO","NO","Yes"
370,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",3001,"up to 100 K USD","4 to 7 YRS","NJ","NO","NO","NO","NO","NO","4","YES","NO",40,"NO","YES","NO",1,3,1,"NO","NO","No"
371,"NONE",36,"EXISTING CREDITS PAID BACK","NEW CAR",3079,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",36,"NO","NO","YES",1,3,1,"NO","NO","No"
372,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",6070,"up to 100 K USD","above 7 YRS","CT","NO","YES","NO","NO","NO","4","NO","NO",33,"NO","NO","YES",2,3,1,"YES","NO","No"
373,"NONE",10,"CRITICAL ACCOUNT","FURNITURE",2146,"up to 100 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","above 4 YRS","YES","NO",23,"NO","YES","NO",2,3,1,"NO","NO","No"
374,"NONE",60,"CRITICAL ACCOUNT","NEW CAR",13756,"UNKNOWN/NONE","above 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","YES",63,"YES","NO","NO",1,4,1,"YES","NO","No"
375,"0 to 200 USD",60,"ALL CREDITS PAID BACK","OTHER",14782,"100 to 500 K USD","above 7 YRS","CT","NO","NO","NO","NO","NO","4","NO","YES",60,"YES","NO","NO",2,4,1,"YES","NO","Yes"
376,"0 USD",48,"ALL CREDITS PAID BACK","RETRAINING",7685,"up to 100 K USD","4 to 7 YRS","NJ","NO","NO","NO","NO","YES","4","NO","NO",37,"NO","YES","NO",1,3,1,"NO","NO","Yes"
